dataset,d,seed,sampler,score_fid,attr_cosine,attr_top1,attr_top3_jac,attr_rank,decision_f1
20_letter,32,0,disagreement_shell,0.5263486348634863,0.9258536973174079,0.07,0.08899999999999998,0.027895894428152487,0.35687732342007433
20_letter,32,0,shell_box_mix,0.5471827182718271,0.909195489537902,0.06,0.1,0.03494876662292428,0.41304347826086957
12_fault,27,2,normals_only,0.49474834609572776,0.8739875304063879,0.12035661218424963,0.16062407132243683,0.17600078322955853,0.4024144869215292
12_fault,27,2,uniform_shell,0.503863755324838,0.9008511784100873,0.1485884101040119,0.14056463595839525,0.13879772200723164,0.3137254901960784
12_fault,27,2,disagreement_shell,0.6157960927987847,0.8896791287743744,0.09361069836552749,0.11322436849925704,0.12015487905038286,0.40899795501022496
12_fault,27,2,shell_box_mix,0.37852854169829186,0.8833390689744187,0.13075780089153047,0.12005943536404162,0.1136807841304199,0.3438155136268344
12_fault,27,4,normals_only,0.4535503748723708,0.8747649087981861,0.08469539375928678,0.1274888558692422,0.18370780848804247,0.38929440389294406
12_fault,27,4,uniform_shell,0.5333278323917695,0.8945343584612413,0.04011887072808321,0.09687964338781575,0.10396290188266413,0.43781094527363185
12_fault,27,4,disagreement_shell,0.6823097592792171,0.8910195127932419,0.11738484398216939,0.12362555720653787,0.08209010735013705,0.5785876993166287
12_fault,27,4,shell_box_mix,0.4190299063307229,0.8825845985768076,0.04457652303120357,0.09390787518573551,0.04741247797518523,0.46403712296983757
20_letter,32,7,normals_only,0.018013801380138014,0.8686038905706023,0.04,0.06,0.0372200727956656,0.18775510204081633
20_letter,32,7,uniform_shell,0.4577737773777377,0.9177059701780523,0.05,0.081,0.02447273098347591,0.43416370106761565
20_letter,32,7,disagreement_shell,0.4019921992199219,0.9105634865272456,0.09,0.09699999999999999,0.041136363636363645,0.3516483516483517
20_letter,32,7,shell_box_mix,0.3426102610261026,0.9116161397463419,0.07,0.1,0.028104838709677414,0.3295880149812734
20_letter,32,1,normals_only,-0.02505850585058506,0.8835578498459219,0.01,0.053,0.033904769115172345,0.17117117117117117
20_letter,32,1,uniform_shell,0.402064206420642,0.9203754830422978,0.04,0.07100000000000001,-0.002272727272727274,0.3673469387755102
20_letter,32,1,disagreement_shell,0.4554455445544554,0.9060916949636817,0.09,0.09899999999999999,0.04445531530582791,0.4126984126984127
20_letter,32,1,shell_box_mix,0.4258985898589858,0.9143395771502715,0.04,0.083,-0.016370967741935482,0.4302788844621514
20_letter,32,8,normals_only,0.028154815481548152,0.8677278919475409,0.06,0.068,0.05876230921289252,0.20242914979757085
20_letter,32,8,uniform_shell,0.43840384038403835,0.9137743412305949,0.07,0.09799999999999999,0.061942815249266855,0.4172661870503597
20_letter,32,8,disagreement_shell,0.41686168616861685,0.9185523756286956,0.12,0.10099999999999998,0.04693548387096774,0.391304347826087
20_letter,32,8,shell_box_mix,0.4362556255625562,0.9156673355566605,0.06,0.07400000000000001,0.0719134897360704,0.3655913978494624
35_SpamBase,57,7,normals_only,0.4865950260258659,0.9045748602502409,0.06134603930911257,0.08260869565217391,0.1638527638274078,0.5774946921443737
