d,seed,cond,metric,value
10,2,S0_none,rmse_score_close,0.7119548583726626
10,2,S0_none,spearman_close,0.17794659978639915
10,2,S0_none,auroc_teacher_medium,1.0
10,2,S0_none,auroc_student_medium,0.764472
10,2,S0_none,rmse_score_medium,1.4975575880961054
10,2,S0_none,spearman_medium,0.0025004260017040068
10,2,S0_none,auroc_teacher_far,1.0
10,2,S0_none,auroc_student_far,0.704324
10,2,S0_none,rmse_score_far,7.765943736665451
10,2,S0_none,spearman_far,-0.025989127956511825
10,2,S0_none,rmse_score_normals,0.2571438710318874
10,2,S1_gaussian,auroc_teacher_boundary,0.993588
10,2,S1_gaussian,auroc_student_boundary,0.7997400000000001
10,2,S1_gaussian,rmse_score_boundary,0.2918635207469402
10,2,S1_gaussian,spearman_boundary,0.2711213084852339
10,2,S1_gaussian,auroc_teacher_close,1.0
10,2,S1_gaussian,auroc_student_close,0.9181520000000001
10,2,S1_gaussian,rmse_score_close,0.4891656594066082
10,2,S1_gaussian,spearman_close,0.29827952911811645
10,2,S1_gaussian,auroc_teacher_medium,1.0
10,2,S1_gaussian,auroc_student_medium,0.976096
10,2,S1_gaussian,rmse_score_medium,0.7366915810484013
10,2,S1_gaussian,spearman_medium,0.13004077616310464
10,2,S1_gaussian,auroc_teacher_far,1.0
10,2,S1_gaussian,auroc_student_far,0.896144
10,2,S1_gaussian,rmse_score_far,6.620938451439535
10,2,S1_gaussian,spearman_far,-0.051579758319033275
10,2,S1_gaussian,rmse_score_normals,0.24619136189215507
10,2,S2_uniform,auroc_teacher_boundary,0.993588
10,2,S2_uniform,auroc_student_boundary,0.589456
10,2,S2_uniform,rmse_score_boundary,1.3608494229681738
10,2,S2_uniform,spearman_boundary,0.10897166788667154
10,2,S2_uniform,auroc_teacher_close,1.0
10,2,S2_uniform,auroc_student_close,0.6685399999999999
10,2,S2_uniform,rmse_score_close,2.487077302471118
10,2,S2_uniform,spearman_close,0.10177864711458846
10,2,S2_uniform,auroc_teacher_medium,1.0
10,2,S2_uniform,auroc_student_medium,0.7790919999999999
10,2,S2_uniform,rmse_score_medium,4.130838571132988
10,2,S2_uniform,spearman_medium,0.13459551438205752
10,2,S2_uniform,auroc_teacher_far,1.0
10,2,S2_uniform,auroc_student_far,0.834104
10,2,S2_uniform,rmse_score_far,5.640595600292489
10,2,S2_uniform,spearman_far,-0.00742937371749487
10,2,S2_uniform,rmse_score_normals,1.2463074248263968
10,2,S3_langevin,auroc_teacher_boundary,0.993588
10,2,S3_langevin,auroc_student_boundary,0.7870119999999999
10,2,S3_langevin,rmse_score_boundary,0.37762197524174007
10,2,S3_langevin,spearman_boundary,0.26322191688766755
10,2,S3_langevin,auroc_teacher_close,1.0
10,2,S3_langevin,auroc_student_close,0.8953439999999999
10,2,S3_langevin,rmse_score_close,0.5446867100656039
10,2,S3_langevin,spearman_close,0.21481525926103706
10,2,S3_langevin,auroc_teacher_medium,1.0
10,2,S3_langevin,auroc_student_medium,0.9614159999999999
10,2,S3_langevin,rmse_score_medium,0.7985070591808657
10,2,S3_langevin,spearman_medium,0.010668522674090694
10,2,S3_langevin,auroc_teacher_far,1.0
10,2,S3_langevin,auroc_student_far,0.8493360000000001
10,2,S3_langevin,rmse_score_far,6.974241334367239
10,2,S3_langevin,spearman_far,-0.0007245148980595923
10,2,S3_langevin,rmse_score_normals,0.24803034688140085
10,2,S4_mixed,auroc_teacher_boundary,0.993588
10,2,S4_mixed,auroc_student_boundary,0.5177160000000001
10,2,S4_mixed,rmse_score_boundary,0.1444243873487715
10,2,S4_mixed,spearman_boundary,0.11502238008952037
10,2,S4_mixed,auroc_teacher_close,1.0
10,2,S4_mixed,auroc_student_close,0.6348119999999999
10,2,S4_mixed,rmse_score_close,0.3800500733767364
10,2,S4_mixed,spearman_close,0.12546990987963952
10,2,S4_mixed,auroc_teacher_medium,1.0
10,2,S4_mixed,auroc_student_medium,0.756328
10,2,S4_mixed,rmse_score_medium,1.618019434475072
10,2,S4_mixed,spearman_medium,0.12709922839691357
10,2,S4_mixed,auroc_teacher_far,1.0
10,2,S4_mixed,auroc_student_far,0.890656
10,2,S4_mixed,rmse_score_far,5.4398720896960455
10,2,S4_mixed,spearman_far,0.007014460057840231
10,2,S4_mixed,rmse_score_normals,0.5989110101001374
10,2,S5_adaptive,auroc_teacher_boundary,0.993588
10,2,S5_adaptive,auroc_student_boundary,0.6397799999999999
10,2,S5_adaptive,rmse_score_boundary,0.17922532114577516
10,2,S5_adaptive,spearman_boundary,0.20698786795147178
10,2,S5_adaptive,auroc_teacher_close,1.0
10,2,S5_adaptive,auroc_student_close,0.8284320000000001
10,2,S5_adaptive,rmse_score_close,0.3973301513644339
10,2,S5_adaptive,spearman_close,0.226937515750063
10,2,S5_adaptive,auroc_teacher_medium,1.0
10,2,S5_adaptive,auroc_student_medium,0.930216
10,2,S5_adaptive,rmse_score_medium,1.235738366057231
10,2,S5_adaptive,spearman_medium,0.2701636086544346
10,2,S5_adaptive,auroc_teacher_far,1.0
10,2,S5_adaptive,auroc_student_far,0.9650439999999999
10,2,S5_adaptive,rmse_score_far,3.6960600043304157
10,2,S5_adaptive,spearman_far,0.1761310405241621
10,2,S5_adaptive,rmse_score_normals,0.39762253742287035
