seed,teacher,nmi,fid_S0,fid_S5,gain
0,knn,0.04991454732383871,0.2923252013008052,0.940255121020484,0.6479299197196788
0,kde,0.04398719999857792,0.2072449888891625,0.9091717813543374,0.7019267924651749
0,ocsvm,0.052245504471722826,-0.07185763143052572,0.27307885231540924,0.34493648374593494
0,ae,0.5694520041613339,0.35223596894387577,0.9623311773247092,0.6100952083808334
0,ae_kde_max,0.5749851071856709,0.04847645461580182,0.05078722342138887,0.0023107688055870462
