dataset,teacher,d,seed,sampler,teacher_auroc,coverage,coverage_wide,radiality,fid,student_auroc,topk
23_mammography,ae,6,0,normals_only,0.8787644406875177,0.6269230769230769,0.7615384615384615,0.9159213637421937,0.42351549927387167,0.7821794871794872,0.5038461538461538
23_mammography,ae,6,0,gaussian_jitter,0.8787644406875177,0.6269230769230769,0.7615384615384615,0.9159213637421937,0.5857852257620936,0.839461820231051,0.6
23_mammography,ae,6,0,uniform_box,0.8787644406875177,0.6269230769230769,0.7615384615384615,0.9159213637421937,0.8592901762030621,0.8486630036630037,0.5884615384615385
23_mammography,ae,6,0,uniform_shell,0.8787644406875177,0.6269230769230769,0.7615384615384615,0.9159213637421937,0.7132902321903953,0.8270766413074107,0.65
23_mammography,ae,6,0,wide_shell,0.8787644406875177,0.6269230769230769,0.7615384615384615,0.9159213637421937,0.7141150211966679,0.8252874049027894,0.5884615384615385
23_mammography,ae,6,0,multiscale_shell,0.8787644406875177,0.6269230769230769,0.7615384615384615,0.9159213637421937,0.22408042512137993,0.7044787264018033,0.4230769230769231
23_mammography,ae,6,0,shell_box_mix,0.8787644406875177,0.6269230769230769,0.7615384615384615,0.9159213637421937,0.7542982226752798,0.8423992673992674,0.6153846153846154
25_musk,ae,166,2,normals_only,1.0,0.7731958762886598,1.0,0.9155401851462234,-0.7642410056806227,0.7266163028507033,0.44329896907216493
25_musk,ae,166,2,gaussian_jitter,1.0,0.7731958762886598,1.0,0.9155401851462234,-0.5641173995371345,0.9999443493746261,0.9896907216494846
25_musk,ae,166,2,uniform_box,1.0,0.7731958762886598,1.0,0.9155401851462234,0.7131022512097621,0.11096734699556186,0.1134020618556701
25_musk,ae,166,2,uniform_shell,1.0,0.7731958762886598,1.0,0.9155401851462234,-0.2555754260467073,0.83448112748167,0.7628865979381443
25_musk,ae,166,2,wide_shell,1.0,0.7731958762886598,1.0,0.9155401851462234,-0.6073795497580475,1.0,1.0
25_musk,ae,166,2,multiscale_shell,1.0,0.7731958762886598,1.0,0.9155401851462234,-0.507574163686093,0.845360824742268,0.845360824742268
25_musk,ae,166,2,shell_box_mix,1.0,0.7731958762886598,1.0,0.9155401851462234,0.6017646749421417,0.48855684015749123,0.3917525773195876
23_mammography,ae,6,9,normals_only,0.7940715694561847,0.6115384615384616,0.7576923076923077,0.8243554458264517,0.8141609717762393,0.7840166244012398,0.5615384615384615
23_mammography,ae,6,9,gaussian_jitter,0.7940715694561847,0.6115384615384616,0.7576923076923077,0.8243554458264517,0.6675485809600736,0.7574640743871512,0.5653846153846154
23_mammography,ae,6,9,uniform_box,0.7940715694561847,0.6115384615384616,0.7576923076923077,0.8243554458264517,0.7720878564157047,0.8134291349675964,0.6269230769230769
23_mammography,ae,6,9,uniform_shell,0.7940715694561847,0.6115384615384616,0.7576923076923077,0.8243554458264517,0.7887277015083126,0.7540518455903069,0.5923076923076923
23_mammography,ae,6,9,wide_shell,0.7940715694561847,0.6115384615384616,0.7576923076923077,0.8243554458264517,0.8120764677728036,0.7621062271062271,0.5961538461538461
23_mammography,ae,6,9,multiscale_shell,0.7940715694561847,0.6115384615384616,0.7576923076923077,0.8243554458264517,0.5992809041544651,0.7310932657086503,0.5423076923076923
23_mammography,ae,6,9,shell_box_mix,0.7940715694561847,0.6115384615384616,0.7576923076923077,0.8243554458264517,0.8354662003786658,0.7873020569174416,0.6538461538461539
23_mammography,ae,6,7,normals_only,0.8286777965624119,0.6038461538461538,0.7576923076923077,0.7663102367376593,0.8924087321122179,0.8229916877993801,0.6884615384615385
23_mammography,ae,6,7,gaussian_jitter,0.8286777965624119,0.6038461538461538,0.7576923076923077,0.7663102367376593,0.8619106565061039,0.7762954353338969,0.5884615384615385
23_mammography,ae,6,7,uniform_box,0.8286777965624119,0.6038461538461538,0.7576923076923077,0.7663102367376593,0.7246372259778497,0.8017025922795155,0.5769230769230769
23_mammography,ae,6,7,uniform_shell,0.8286777965624119,0.6038461538461538,0.7576923076923077,0.7663102367376593,0.8091494226818345,0.8060446604677375,0.6115384615384616
23_mammography,ae,6,7,wide_shell,0.8286777965624119,0.6038461538461538,0.7576923076923077,0.7663102367376593,0.61119528176991,0.7154205409974641,0.5115384615384615
23_mammography,ae,6,7,multiscale_shell,0.8286777965624119,0.6038461538461538,0.7576923076923077,0.7663102367376593,0.579952301523197,0.7079775993237531,0.55
23_mammography,ae,6,7,shell_box_mix,0.8286777965624119,0.6038461538461538,0.7576923076923077,0.7663102367376593,0.6559093606041717,0.8358854606931531,0.5423076923076923
24_mnist,ocsvm,100,3,normals_only,0.8955188405797102,0.9042857142857142,0.9242857142857143,0.9052384672069744,0.47251872083322777,0.8063875776397516,0.7285714285714285
24_mnist,ocsvm,100,3,gaussian_jitter,0.8955188405797102,0.9042857142857142,0.9242857142857143,0.9052384672069744,0.5914004650507169,0.844776397515528,0.8
24_mnist,ocsvm,100,3,uniform_box,0.8955188405797102,0.9042857142857142,0.9242857142857143,0.9052384672069744,0.25847527604384146,0.8286223602484472,0.7742857142857142
24_mnist,ocsvm,100,3,uniform_shell,0.8955188405797102,0.9042857142857142,0.9242857142857143,0.9052384672069744,0.47438355982296837,0.8423739130434781,0.7757142857142857
24_mnist,ocsvm,100,3,wide_shell,0.8955188405797102,0.9042857142857142,0.9242857142857143,0.9052384672069744,0.6210259108225863,0.8362530020703933,0.7785714285714286
24_mnist,ocsvm,100,3,multiscale_shell,0.8955188405797102,0.9042857142857142,0.9242857142857143,0.9052384672069744,0.6109586536733678,0.8072298136645962,0.7514285714285714
24_mnist,ocsvm,100,3,shell_box_mix,0.8955188405797102,0.9042857142857142,0.9242857142857143,0.9052384672069744,0.37681516735258136,0.8083577639751554,0.7442857142857143
25_musk,ae,166,3,normals_only,1.0,0.7731958762886598,1.0,0.9582106038291605,0.019158952240690086,0.5300443813737357,0.16494845360824742
25_musk,ae,166,3,gaussian_jitter,1.0,0.7731958762886598,1.0,0.9582106038291605,-0.07287502629917945,1.0,1.0
25_musk,ae,166,3,uniform_box,1.0,0.7731958762886598,1.0,0.9582106038291605,0.23681096149800127,0.14079608219597364,0.09278350515463918
25_musk,ae,166,3,uniform_shell,1.0,0.7731958762886598,1.0,0.9582106038291605,-0.3960393435724805,0.9980244027992264,0.9587628865979382
25_musk,ae,166,3,wide_shell,1.0,0.7731958762886598,1.0,0.9582106038291605,0.14409320429202607,0.9595419953531727,0.9381443298969072
25_musk,ae,166,3,multiscale_shell,1.0,0.7731958762886598,1.0,0.9582106038291605,-0.650615400799495,0.7706915981468342,0.7319587628865979
25_musk,ae,166,3,shell_box_mix,1.0,0.7731958762886598,1.0,0.9582106038291605,0.19332526825163052,0.0141769968140017,0.0
25_musk,ae,166,9,normals_only,1.0,0.7731958762886598,1.0,0.95600147275405,-0.4611824111087734,0.6535192064220822,0.4948453608247423
25_musk,ae,166,9,gaussian_jitter,1.0,0.7731958762886598,1.0,0.95600147275405,0.07754313065432357,0.9636184036618112,0.8969072164948454
25_musk,ae,166,9,uniform_box,1.0,0.7731958762886598,1.0,0.95600147275405,0.6247764569745423,0.06772681108003951,0.061855670103092786
25_musk,ae,166,9,uniform_shell,1.0,0.7731958762886598,1.0,0.95600147275405,0.5524405638544077,0.7474852873659168,0.6185567010309279
25_musk,ae,166,9,wide_shell,1.0,0.7731958762886598,1.0,0.95600147275405,-0.42749316221333894,0.9994991443716349,0.9587628865979382
25_musk,ae,166,9,multiscale_shell,1.0,0.7731958762886598,1.0,0.95600147275405,-0.6200689038501999,0.7796235235193455,0.7010309278350515
25_musk,ae,166,9,shell_box_mix,1.0,0.7731958762886598,1.0,0.95600147275405,0.5853539869556069,0.2998455695145874,0.20618556701030927
25_musk,ae,166,1,normals_only,1.0,0.7731958762886598,1.0,0.9346333894382494,-0.2043051756785188,0.6971353840588784,0.38144329896907214
25_musk,ae,166,1,gaussian_jitter,1.0,0.7731958762886598,1.0,0.9346333894382494,0.2156269724384599,1.0,1.0
25_musk,ae,166,1,uniform_box,1.0,0.7731958762886598,1.0,0.9346333894382494,0.6449742268041236,0.047943013759617126,0.030927835051546393
25_musk,ae,166,1,uniform_shell,1.0,0.7731958762886598,1.0,0.9346333894382494,-0.36934567641489585,0.7683820971938172,0.7010309278350515
25_musk,ae,166,1,wide_shell,1.0,0.7731958762886598,1.0,0.9346333894382494,0.4395644855880496,0.6069257203277822,0.5360824742268041
25_musk,ae,166,1,multiscale_shell,1.0,0.7731958762886598,1.0,0.9346333894382494,0.204489269934778,0.9501092143522962,0.9278350515463918
25_musk,ae,166,1,shell_box_mix,1.0,0.7731958762886598,1.0,0.9346333894382494,0.33572217546812533,0.25277905310460924,0.2268041237113402
24_mnist,ocsvm,100,2,normals_only,0.9040554865424429,0.8842857142857142,0.9128571428571428,0.9007467300018913,0.5148668322757862,0.8773913043478261,0.8228571428571428
24_mnist,ocsvm,100,2,gaussian_jitter,0.9040554865424429,0.8842857142857142,0.9128571428571428,0.9007467300018913,0.41449268247869503,0.8688463768115943,0.8157142857142857
24_mnist,ocsvm,100,2,uniform_box,0.9040554865424429,0.8842857142857142,0.9128571428571428,0.9007467300018913,0.4253266084869194,0.8357631469979295,0.8185714285714286
24_mnist,ocsvm,100,2,uniform_shell,0.9040554865424429,0.8842857142857142,0.9128571428571428,0.9007467300018913,0.45312631551956495,0.8357726708074535,0.7357142857142858
24_mnist,ocsvm,100,2,wide_shell,0.9040554865424429,0.8842857142857142,0.9128571428571428,0.9007467300018913,0.5327607782085988,0.8677109730848862,0.7971428571428572
24_mnist,ocsvm,100,2,multiscale_shell,0.9040554865424429,0.8842857142857142,0.9128571428571428,0.9007467300018913,0.5748233475819561,0.8592571428571428,0.7814285714285715
24_mnist,ocsvm,100,2,shell_box_mix,0.9040554865424429,0.8842857142857142,0.9128571428571428,0.9007467300018913,0.09958838072043087,0.8053979296066253,0.7357142857142858
25_musk,ae,166,0,normals_only,1.0,0.7731958762886598,1.0,0.940392909741216,0.4389201556911424,0.3340011408378202,0.1958762886597938
25_musk,ae,166,0,gaussian_jitter,1.0,0.7731958762886598,1.0,0.940392909741216,-0.30140174626551647,0.9958679410659877,0.8865979381443299
25_musk,ae,166,0,uniform_box,1.0,0.7731958762886598,1.0,0.940392909741216,0.14173942772985482,0.05901748820902375,0.05154639175257732
25_musk,ae,166,0,uniform_shell,1.0,0.7731958762886598,1.0,0.940392909741216,-0.1931411739953713,0.9483283943403313,0.8041237113402062
25_musk,ae,166,0,wide_shell,1.0,0.7731958762886598,1.0,0.940392909741216,0.46859877971807273,0.759631036353771,0.5670103092783505
25_musk,ae,166,0,multiscale_shell,1.0,0.7731958762886598,1.0,0.940392909741216,0.27128918577740374,0.6442812026100143,0.5463917525773195
25_musk,ae,166,0,shell_box_mix,1.0,0.7731958762886598,1.0,0.940392909741216,0.687237008205344,0.2267623857423098,0.1958762886597938
25_musk,ae,166,5,normals_only,1.0,0.7835051546391752,1.0,0.983129076372817,0.1100883652430044,0.09584428955020381,0.0
25_musk,ae,166,5,gaussian_jitter,1.0,0.7835051546391752,1.0,0.983129076372817,0.7230038922785608,1.0,1.0
25_musk,ae,166,5,uniform_box,1.0,0.7835051546391752,1.0,0.983129076372817,0.5785556490637492,0.038732835260236236,0.030927835051546393
25_musk,ae,166,5,uniform_shell,1.0,0.7835051546391752,1.0,0.983129076372817,0.1300494424573953,0.9998747860929087,0.9896907216494846
25_musk,ae,166,5,wide_shell,1.0,0.7835051546391752,1.0,0.983129076372817,-0.06157952871870397,0.8203736939493858,0.6391752577319587
25_musk,ae,166,5,multiscale_shell,1.0,0.7835051546391752,1.0,0.983129076372817,-0.1308647170208289,0.8181894069034601,0.6288659793814433
25_musk,ae,166,5,shell_box_mix,1.0,0.7835051546391752,1.0,0.983129076372817,0.7913554597096569,0.3553848936377422,0.25773195876288657
23_mammography,ae,6,1,normals_only,0.8239497041420119,0.6115384615384616,0.7423076923076923,0.7458741773446577,0.6585475929884743,0.8050612848689771,0.5230769230769231
23_mammography,ae,6,1,gaussian_jitter,0.8239497041420119,0.6115384615384616,0.7423076923076923,0.7458741773446577,0.4133995440446206,0.7955501549732318,0.4807692307692308
23_mammography,ae,6,1,uniform_box,0.8239497041420119,0.6115384615384616,0.7423076923076923,0.7458741773446577,0.6991978107587173,0.8445160608622149,0.5115384615384615
23_mammography,ae,6,1,uniform_shell,0.8239497041420119,0.6115384615384616,0.7423076923076923,0.7458741773446577,0.08142060347517475,0.6533171315863624,0.4423076923076923
23_mammography,ae,6,1,wide_shell,0.8239497041420119,0.6115384615384616,0.7423076923076923,0.7458741773446577,0.7246747784574399,0.6530128205128204,0.4653846153846154
23_mammography,ae,6,1,multiscale_shell,0.8239497041420119,0.6115384615384616,0.7423076923076923,0.7458741773446577,0.20489725300197942,0.6883269935193012,0.34615384615384615
23_mammography,ae,6,1,shell_box_mix,0.8239497041420119,0.6115384615384616,0.7423076923076923,0.7458741773446577,0.7197342376880783,0.8415828402366864,0.5115384615384615
25_musk,ae,166,8,normals_only,1.0,0.7731958762886598,1.0,0.9601435935198821,-0.3978539869556069,0.5970199090112275,0.5154639175257731
25_musk,ae,166,8,gaussian_jitter,1.0,0.7731958762886598,1.0,0.9601435935198821,0.22847412160740582,1.0,1.0
25_musk,ae,166,8,uniform_box,1.0,0.7731958762886598,1.0,0.9601435935198821,0.6009625499684409,0.017029091364414207,0.0
25_musk,ae,166,8,uniform_shell,1.0,0.7731958762886598,1.0,0.9601435935198821,-0.1844624447717231,0.8491311546113499,0.7319587628865979
25_musk,ae,166,8,wide_shell,1.0,0.7731958762886598,1.0,0.9601435935198821,0.4619845360824742,0.9453928238518581,0.8247422680412371
25_musk,ae,166,8,multiscale_shell,1.0,0.7731958762886598,1.0,0.9601435935198821,-0.09983168525142014,0.9303671550009043,0.865979381443299
25_musk,ae,166,8,shell_box_mix,1.0,0.7731958762886598,1.0,0.9601435935198821,0.31390700610140965,0.21998692210303714,0.16494845360824742
25_musk,ae,166,4,normals_only,1.0,0.7731958762886598,1.0,0.9539106879865349,0.26094045865768983,0.0015025668850953706,0.0
25_musk,ae,166,4,gaussian_jitter,1.0,0.7731958762886598,1.0,0.9539106879865349,0.3933436776772564,0.9538656315650347,0.865979381443299
25_musk,ae,166,4,uniform_box,1.0,0.7731958762886598,1.0,0.9539106879865349,0.4626157163896486,0.13958568109409128,0.13402061855670103
25_musk,ae,166,4,uniform_shell,1.0,0.7731958762886598,1.0,0.9539106879865349,-0.519093204292026,0.9879933775755805,0.9381443298969072
25_musk,ae,166,4,wide_shell,1.0,0.7731958762886598,1.0,0.9539106879865349,-0.06866715758468335,0.7537738080331677,0.6288659793814433
25_musk,ae,166,4,multiscale_shell,1.0,0.7731958762886598,1.0,0.9539106879865349,0.4384467704607615,0.587851468480877,0.44329896907216493
25_musk,ae,166,4,shell_box_mix,1.0,0.7731958762886598,1.0,0.9539106879865349,0.6911950347149167,0.07048151703604769,0.041237113402061855
25_musk,ae,166,7,normals_only,1.0,0.7731958762886598,1.0,0.9624842204923205,0.581132968651378,0.6858661324206631,0.5051546391752577
25_musk,ae,166,7,gaussian_jitter,1.0,0.7731958762886598,1.0,0.9624842204923205,-0.22314853776562169,1.0,1.0
25_musk,ae,166,7,uniform_box,1.0,0.7731958762886598,1.0,0.9624842204923205,0.3348148537765621,0.3355315330356025,0.14432989690721648
25_musk,ae,166,7,uniform_shell,1.0,0.7731958762886598,1.0,0.9624842204923205,-0.009217862402693035,0.847698151007972,0.8041237113402062
25_musk,ae,166,7,wide_shell,1.0,0.7731958762886598,1.0,0.9624842204923205,0.30212497370082053,0.9999165240619391,0.9896907216494846
25_musk,ae,166,7,multiscale_shell,1.0,0.7731958762886598,1.0,0.9624842204923205,-0.1806227645697454,0.9927654187013927,0.9278350515463918
25_musk,ae,166,7,shell_box_mix,1.0,0.7731958762886598,1.0,0.9624842204923205,0.36261308647170204,0.2579823865770692,0.20618556701030927
25_musk,ae,166,6,normals_only,1.0,0.7731958762886598,1.0,0.9269408794445613,0.19871660004207867,0.44829361269947265,0.07216494845360824
25_musk,ae,166,6,gaussian_jitter,1.0,0.7731958762886598,1.0,0.9269408794445613,0.01683147485798443,0.9978018002977309,0.9381443298969072
25_musk,ae,166,6,uniform_box,1.0,0.7731958762886598,1.0,0.9269408794445613,0.4617741426467494,0.1315719910402493,0.09278350515463918
25_musk,ae,166,6,uniform_shell,1.0,0.7731958762886598,1.0,0.9269408794445613,-0.36068009678098045,0.9990261140559566,0.9484536082474226
25_musk,ae,166,6,wide_shell,1.0,0.7731958762886598,1.0,0.9269408794445613,0.640003681885125,0.6571364970713859,0.5876288659793815
25_musk,ae,166,6,multiscale_shell,1.0,0.7731958762886598,1.0,0.9269408794445613,-0.14054281506417,0.9918889213517537,0.9175257731958762
25_musk,ae,166,6,shell_box_mix,1.0,0.7731958762886598,1.0,0.9269408794445613,0.845952556280244,0.3239562029578308,0.25773195876288657
23_mammography,ae,6,3,normals_only,0.8460404339250495,0.5153846153846153,0.6730769230769231,0.8201195261286741,0.7761544485691483,0.8044787264018034,0.6307692307692307
23_mammography,ae,6,3,gaussian_jitter,0.8460404339250495,0.5153846153846153,0.6730769230769231,0.8201195261286741,0.8239287131038355,0.7158727810650887,0.45384615384615384
23_mammography,ae,6,3,uniform_box,0.8460404339250495,0.5153846153846153,0.6730769230769231,0.8201195261286741,0.8766407873184595,0.8076310228233305,0.5884615384615385
23_mammography,ae,6,3,uniform_shell,0.8460404339250495,0.5153846153846153,0.6730769230769231,0.8201195261286741,0.7704860724680925,0.8063764440687518,0.5461538461538461
23_mammography,ae,6,3,wide_shell,0.8460404339250495,0.5153846153846153,0.6730769230769231,0.8201195261286741,0.6225272545655283,0.8026091856861088,0.49615384615384617
23_mammography,ae,6,3,multiscale_shell,0.8460404339250495,0.5153846153846153,0.6730769230769231,0.8201195261286741,0.7113989527637603,0.7680494505494505,0.4846153846153846
23_mammography,ae,6,3,shell_box_mix,0.8460404339250495,0.5153846153846153,0.6730769230769231,0.8201195261286741,0.7723677930817411,0.8096632854325162,0.5692307692307692
26_optdigits,iforest,64,6,normals_only,0.8021221695629279,1.0,1.0,0.6600000355585265,0.8956669306888462,0.8118536071616641,0.6933333333333334
26_optdigits,iforest,64,6,gaussian_jitter,0.8021221695629279,1.0,1.0,0.6600000355585265,0.8774815362692415,0.7577461822011585,0.6533333333333333
26_optdigits,iforest,64,6,uniform_box,0.8021221695629279,1.0,1.0,0.6600000355585265,0.900400566802915,0.8146287519747235,0.6933333333333334
26_optdigits,iforest,64,6,uniform_shell,0.8021221695629279,1.0,1.0,0.6600000355585265,0.8016253788094093,0.8478515007898894,0.58
26_optdigits,iforest,64,6,wide_shell,0.8021221695629279,1.0,1.0,0.6600000355585265,0.810322986700554,0.7888625592417062,0.6066666666666667
26_optdigits,iforest,64,6,multiscale_shell,0.8021221695629279,1.0,1.0,0.6600000355585265,0.9035403847076998,0.8099104791995787,0.7266666666666667
26_optdigits,iforest,64,6,shell_box_mix,0.8021221695629279,1.0,1.0,0.6600000355585265,0.8157278779493439,0.7514165350184308,0.6
23_mammography,ae,6,8,normals_only,0.8431227106227107,0.6153846153846154,0.7423076923076923,0.8196238333980831,0.8423977053386656,0.8051211608903918,0.6076923076923076
23_mammography,ae,6,8,gaussian_jitter,0.8431227106227107,0.6153846153846154,0.7423076923076923,0.8196238333980831,0.6660198536545734,0.7586792054099746,0.48846153846153845
23_mammography,ae,6,8,uniform_box,0.8431227106227107,0.6153846153846154,0.7423076923076923,0.8196238333980831,0.8109949563606051,0.8273978585517047,0.6192307692307693
23_mammography,ae,6,8,uniform_shell,0.8431227106227107,0.6153846153846154,0.7423076923076923,0.8196238333980831,0.5613945488820629,0.6875070442378136,0.34615384615384615
23_mammography,ae,6,8,wide_shell,0.8431227106227107,0.6153846153846154,0.7423076923076923,0.8196238333980831,0.4606835780275664,0.6571372217526065,0.36923076923076925
23_mammography,ae,6,8,multiscale_shell,0.8431227106227107,0.6153846153846154,0.7423076923076923,0.8196238333980831,0.7958141957931666,0.837166807551423,0.5576923076923077
23_mammography,ae,6,8,shell_box_mix,0.8431227106227107,0.6153846153846154,0.7423076923076923,0.8196238333980831,0.800691921505759,0.8627958579881657,0.5692307692307692
26_optdigits,iforest,64,0,normals_only,0.8665929436545551,1.0,1.0,0.6298392932387238,0.8653675370500714,0.8859978936282253,0.68
26_optdigits,iforest,64,0,gaussian_jitter,0.8665929436545551,1.0,1.0,0.6298392932387238,0.8615173178914505,0.8038283307003686,0.6466666666666666
26_optdigits,iforest,64,0,uniform_box,0.8665929436545551,1.0,1.0,0.6298392932387238,0.9020283454546916,0.8613059505002634,0.7133333333333334
26_optdigits,iforest,64,0,uniform_shell,0.8665929436545551,1.0,1.0,0.6298392932387238,0.8429230149695703,0.7982464454976304,0.6133333333333333
26_optdigits,iforest,64,0,wide_shell,0.8665929436545551,1.0,1.0,0.6298392932387238,0.9065122716814837,0.8255818852027382,0.6466666666666666
26_optdigits,iforest,64,0,multiscale_shell,0.8665929436545551,1.0,1.0,0.6298392932387238,0.8550278867745392,0.8659610321221696,0.6266666666666667
26_optdigits,iforest,64,0,shell_box_mix,0.8665929436545551,1.0,1.0,0.6298392932387238,0.7028474353882698,0.8442074776197999,0.6266666666666667
24_mnist,ocsvm,100,5,normals_only,0.907831884057971,0.9042857142857142,0.9228571428571428,0.9106764327624255,0.3765349652833535,0.848216149068323,0.7785714285714286
24_mnist,ocsvm,100,5,gaussian_jitter,0.907831884057971,0.9042857142857142,0.9228571428571428,0.9106764327624255,0.4450132777414064,0.8620795031055901,0.8085714285714286
24_mnist,ocsvm,100,5,uniform_box,0.907831884057971,0.9042857142857142,0.9228571428571428,0.9106764327624255,0.2787289289143098,0.8329805383022775,0.8228571428571428
24_mnist,ocsvm,100,5,uniform_shell,0.907831884057971,0.9042857142857142,0.9228571428571428,0.9106764327624255,0.47748548959328374,0.8452057971014493,0.7571428571428571
24_mnist,ocsvm,100,5,wide_shell,0.907831884057971,0.9042857142857142,0.9228571428571428,0.9106764327624255,0.4212994934953681,0.85264099378882,0.7614285714285715
24_mnist,ocsvm,100,5,multiscale_shell,0.907831884057971,0.9042857142857142,0.9228571428571428,0.9106764327624255,0.42948184995877214,0.8483942028985507,0.79
24_mnist,ocsvm,100,5,shell_box_mix,0.907831884057971,0.9042857142857142,0.9228571428571428,0.9106764327624255,0.3761535444361624,0.85215983436853,0.7871428571428571
23_mammography,ae,6,6,normals_only,0.8541476472245703,0.45384615384615384,0.6653846153846154,0.8431733347352929,0.6786176863985603,0.8363679909833756,0.6692307692307692
23_mammography,ae,6,6,gaussian_jitter,0.8541476472245703,0.45384615384615384,0.6653846153846154,0.8431733347352929,0.6689735268674337,0.7048154409692872,0.5615384615384615
23_mammography,ae,6,6,uniform_box,0.8541476472245703,0.45384615384615384,0.6653846153846154,0.8431733347352929,0.7045780569254626,0.831425753733446,0.6076923076923076
23_mammography,ae,6,6,uniform_shell,0.8541476472245703,0.45384615384615384,0.6653846153846154,0.8431733347352929,0.6007078983788937,0.7516469428007891,0.6038461538461538
23_mammography,ae,6,6,wide_shell,0.8541476472245703,0.45384615384615384,0.6653846153846154,0.8431733347352929,0.7809877940785888,0.8103014933784164,0.5692307692307692
23_mammography,ae,6,6,multiscale_shell,0.8541476472245703,0.45384615384615384,0.6653846153846154,0.8431733347352929,0.5669529986337727,0.720694561848408,0.5
23_mammography,ae,6,6,shell_box_mix,0.8541476472245703,0.45384615384615384,0.6653846153846154,0.8431733347352929,0.8798423068966155,0.7786939983093829,0.6230769230769231
26_optdigits,knn,64,4,normals_only,0.9462717219589257,1.0,1.0,0.9678942062714573,0.5324262361246188,0.8800789889415482,0.5866666666666667
26_optdigits,knn,64,4,gaussian_jitter,0.9462717219589257,1.0,1.0,0.9678942062714573,0.5226161119240185,0.7911532385466034,0.4866666666666667
26_optdigits,knn,64,4,uniform_box,0.9462717219589257,1.0,1.0,0.9678942062714573,0.6808515555966453,0.7603264876250659,0.5533333333333333
26_optdigits,knn,64,4,uniform_shell,0.9462717219589257,1.0,1.0,0.9678942062714573,0.3613724168952783,0.8928593996840443,0.56
26_optdigits,knn,64,4,wide_shell,0.9462717219589257,1.0,1.0,0.9678942062714573,0.23836124973997827,0.7031648235913639,0.43333333333333335
26_optdigits,knn,64,4,multiscale_shell,0.9462717219589257,1.0,1.0,0.9678942062714573,0.6553596478283518,0.823233280674039,0.5133333333333333
26_optdigits,knn,64,4,shell_box_mix,0.9462717219589257,1.0,1.0,0.9678942062714573,0.2480758392256775,0.8485781990521328,0.49333333333333335
25_musk,kde,166,1,normals_only,1.0,0.7731958762886598,1.0,0.8180452413166222,0.2576802075026005,0.09989287254615525,0.0
25_musk,kde,166,1,gaussian_jitter,1.0,0.7731958762886598,1.0,0.8180452413166222,-0.3456118031124132,0.8762190965120971,0.8762886597938144
25_musk,kde,166,1,uniform_box,1.0,0.7731958762886598,1.0,0.8180452413166222,0.34443491096240897,0.0,0.0
25_musk,kde,166,1,uniform_shell,1.0,0.7731958762886598,1.0,0.8180452413166222,-0.32327715152825487,0.7207173365610696,0.6907216494845361
25_musk,kde,166,1,wide_shell,1.0,0.7731958762886598,1.0,0.8180452413166222,-0.13627622119071242,0.9999860873436565,0.9896907216494846
25_musk,kde,166,1,multiscale_shell,1.0,0.7731958762886598,1.0,0.8180452413166222,-0.014569793320722666,0.6300763804833257,0.4020618556701031
25_musk,kde,166,1,shell_box_mix,1.0,0.7731958762886598,1.0,0.8180452413166222,0.47170363357487677,0.5508855405762622,0.422680412371134
25_musk,kde,166,8,normals_only,1.0,0.7731958762886598,1.0,0.6866935576697822,0.2062585678088406,0.42533772973273787,0.18556701030927836
25_musk,kde,166,8,gaussian_jitter,1.0,0.7731958762886598,1.0,0.6866935576697822,0.30088332659577227,1.0,1.0
25_musk,kde,166,8,uniform_box,1.0,0.7731958762886598,1.0,0.6866935576697822,0.4341811559208315,0.13414583246379227,0.13402061855670103
25_musk,kde,166,8,uniform_shell,1.0,0.7731958762886598,1.0,0.6866935576697822,-0.2246154554223143,0.953197824060548,0.8969072164948454
25_musk,kde,166,8,wide_shell,1.0,0.7731958762886598,1.0,0.6866935576697822,-0.27933107817278996,0.9677782879085104,0.9175257731958762
25_musk,kde,166,8,multiscale_shell,1.0,0.7731958762886598,1.0,0.6866935576697822,-0.38642168900669377,0.9661505071163238,0.8865979381443299
25_musk,kde,166,8,shell_box_mix,1.0,0.7731958762886598,1.0,0.6866935576697822,0.48697693225900984,0.5418005759839725,0.5360824742268041
26_optdigits,iforest,64,2,normals_only,0.8416587677725118,1.0,1.0,0.7486012164571971,0.6535106044416155,0.7493206951026856,0.64
26_optdigits,iforest,64,2,gaussian_jitter,0.8416587677725118,1.0,1.0,0.7486012164571971,0.805331289903334,0.8803633491311216,0.6666666666666666
26_optdigits,iforest,64,2,uniform_box,0.8416587677725118,1.0,1.0,0.7486012164571971,0.8944800721126919,0.833996840442338,0.8
26_optdigits,iforest,64,2,uniform_shell,0.8416587677725118,1.0,1.0,0.7486012164571971,0.7405465518485786,0.8394681411269088,0.6066666666666667
26_optdigits,iforest,64,2,wide_shell,0.8416587677725118,1.0,1.0,0.7486012164571971,0.7899557829720882,0.8832280147446024,0.6866666666666666
26_optdigits,iforest,64,2,multiscale_shell,0.8416587677725118,1.0,1.0,0.7486012164571971,0.6919707068857308,0.8447340705634543,0.6466666666666666
26_optdigits,iforest,64,2,shell_box_mix,0.8416587677725118,1.0,1.0,0.7486012164571971,0.8831582372215987,0.8166350710900474,0.6533333333333333
26_optdigits,iforest,64,4,normals_only,0.7970458135860979,1.0,1.0,0.6934179389211186,0.7719240540987424,0.7201000526592943,0.6933333333333334
