dataset,d,seed,sampler,teacher_auroc,mean_head_fid,min_head_fid,fid_ae,fid_kde,fid_knn,fid_iforest,fused_fid,student_auroc
47_yeast,8,6,disagreement_shell,0.4649145097469779,0.6507466208237092,0.5192540881829311,0.5192540881829311,0.7708048560509344,0.640305462159533,0.6726220769014384,0.7720967213967616,0.4267292667481436
47_yeast,8,6,shell_box_mix,0.4649145097469779,0.7931428238629536,0.5793144089946239,0.5793144089946239,0.873573803217509,0.8612150808474748,0.8584680023922068,0.8798207041909198,0.4637447917296903
47_yeast,8,7,normals_only,0.4497727116887098,0.8752603642728792,0.795471933695909,0.795471933695909,0.8951782484129072,0.8765011719327291,0.9338901030499717,0.8977725681647731,0.438482916066682
47_yeast,8,7,uniform_shell,0.4497727116887098,0.7358977428267175,0.6262192497144407,0.6262192497144407,0.8154448349096455,0.7767895166462329,0.7251373700365507,0.8056876144366644,0.46231289553611404
47_yeast,8,7,disagreement_shell,0.4497727116887098,0.6823707570671618,0.4325382483760756,0.4325382483760756,0.8302743993815989,0.7399127921832478,0.726757588327725,0.7988553686305077,0.4126402149054344
47_yeast,8,7,shell_box_mix,0.4497727116887098,0.6939536466191203,0.408009841380482,0.408009841380482,0.8081577199083081,0.7627568019749058,0.7968902232127854,0.7910528886726061,0.4222641707304284
47_yeast,8,4,normals_only,0.43501006360845906,0.8684182199973942,0.6509500458782543,0.6509500458782543,0.9421319829672665,0.9232243412108267,0.9573665099332291,0.933828962737097,0.42213913190789076
47_yeast,8,4,uniform_shell,0.43501006360845906,0.6837698021180882,0.4210836475905514,0.4210836475905514,0.7731448542001508,0.7814746693565948,0.7593760373250561,0.7729806777274771,0.440160856394929
47_yeast,8,4,disagreement_shell,0.43501006360845906,0.5549722083208836,0.31278656644197905,0.31278656644197905,0.7106329357524885,0.581317582950324,0.6151517481387425,0.6774424933461568,0.38515990851998405
47_yeast,8,4,shell_box_mix,0.43501006360845906,0.7097015588477814,0.4598352802624982,0.4598352802624982,0.7946651393865618,0.7468622542820088,0.8374435614600565,0.8134040007311055,0.39231132246705636
41_Waveform,21,9,normals_only,0.7332335329341317,0.5555235523552354,0.4921332133213321,0.5294449444944493,0.4921332133213321,0.49837383738373825,0.702142214221422,0.4828802880288028,0.52237125748503
41_Waveform,21,9,uniform_shell,0.7332335329341317,0.24646564656465644,-0.04238823882388239,0.1972397239723972,0.4038883888388839,0.42712271227122706,-0.04238823882388239,0.28966096609660963,0.6201437125748502
41_Waveform,21,9,disagreement_shell,0.7332335329341317,0.3807980798079807,0.06717071707170716,0.2911491149114911,0.585010501050105,0.5798619861986197,0.06717071707170716,0.5188358835883587,0.706311377245509
41_Waveform,21,9,shell_box_mix,0.7332335329341317,0.2552655265526552,-0.25938193819381933,0.02503450345034503,0.6358595859585958,0.6195499549954995,-0.25938193819381933,0.3461866186618661,0.7595089820359281
47_yeast,8,3,normals_only,0.4589287803067888,0.8904135856721729,0.7804613423337275,0.7804613423337275,0.9268224117919774,0.9037299734398747,0.9506406151231117,0.93390124458289,0.44213727649310475
47_yeast,8,3,uniform_shell,0.4589287803067888,0.7525327190450694,0.577795845681482,0.577795845681482,0.8003024788069169,0.8103692681532173,0.8216632835386615,0.827627686801381,0.4644345220088495
47_yeast,8,3,disagreement_shell,0.4589287803067888,0.7766615041161519,0.6692634111598567,0.6692634111598567,0.8703050063695499,0.8080356234401279,0.759041975495073,0.8807123030607449,0.4353166103991965
47_yeast,8,3,shell_box_mix,0.4589287803067888,0.7244990568830503,0.5736101282979743,0.5736101282979743,0.8215065654475281,0.7603018895026964,0.7425776442840023,0.816102645745753,0.4138946366412153
47_yeast,8,1,normals_only,0.4706098264380473,0.8750214428469287,0.7828134028037069,0.7828134028037069,0.9035723345608971,0.8851041848426351,0.9285958491804758,0.911806664017867,0.4522008849521828
47_yeast,8,1,uniform_shell,0.4706098264380473,0.7523929664699711,0.5945325459369546,0.5945325459369546,0.7654426480385148,0.7968893945037252,0.8527072774006895,0.8002409701789045,0.4997035369852737
47_yeast,8,1,disagreement_shell,0.4706098264380473,0.6764958543829273,0.5022951097417974,0.5022951097417974,0.7678352231736519,0.723314486340803,0.7125385982754565,0.7660346225437409,0.4368937129673326
47_yeast,8,1,shell_box_mix,0.4706098264380473,0.7589996422739224,0.6452344394911175,0.6452344394911175,0.8365913723099758,0.7809498202852324,0.773222937009364,0.8471798800489676,0.4479939336003518
41_Waveform,21,0,normals_only,0.7369940119760479,0.38740174017401735,0.2609420942094209,0.3591359135913591,0.2609420942094209,0.2921572157215721,0.6373717371737173,0.3215121512151215,0.5462874251497006
41_Waveform,21,0,uniform_shell,0.7369940119760479,0.28010201020102005,-0.07831983198319832,0.2553855385538554,0.4783558355835583,0.4649864986498649,-0.07831983198319832,0.3632043204320432,0.7089700598802394
41_Waveform,21,0,disagreement_shell,0.7369940119760479,0.2468616861686168,-0.2321272127212721,0.09573357335733572,0.5666006600660065,0.5572397239723972,-0.2321272127212721,0.3170957095709571,0.6788982035928144
41_Waveform,21,0,shell_box_mix,0.7369940119760479,0.29515151515151505,-0.20986498649864982,0.05086108610861085,0.6741674167416741,0.6654425442544253,-0.20986498649864982,0.34568256825682564,0.7174011976047904
41_Waveform,21,8,normals_only,0.7375449101796407,0.4641644164416442,0.3381698169816981,0.3381698169816981,0.4089648964896489,0.4683828382838283,0.6411401140114011,0.41323732373237315,0.6781676646706587
41_Waveform,21,8,uniform_shell,0.7375449101796407,0.3686618661866186,0.23054305430543054,0.5880948094809479,0.30090609060906087,0.3551035103510351,0.23054305430543054,0.5136153615361535,0.6743592814371259
41_Waveform,21,8,disagreement_shell,0.7375449101796407,0.14896489648964895,-0.19321932193219318,0.06768676867686768,0.36321632163216316,0.35817581758175815,-0.19321932193219318,0.17968196819681964,0.6457964071856288
41_Waveform,21,8,shell_box_mix,0.7375449101796407,0.34487548754875486,-0.010429042904290427,0.16219621962196218,0.625046504650465,0.6026882688268826,-0.010429042904290427,0.4031323132313231,0.7574970059880239
47_yeast,8,8,normals_only,0.44405722744561826,0.8617783497916488,0.758811318140027,0.758811318140027,0.896063493846605,0.87924438307905,0.9129942041009128,0.8903211846119777,0.426539691759135
47_yeast,8,8,uniform_shell,0.44405722744561826,0.8138771015256072,0.6544964602613288,0.6544964602613288,0.8820045367217098,0.8598009348758985,0.8592064742434922,0.8884834762319336,0.4371962262476656
47_yeast,8,8,disagreement_shell,0.44405722744561826,0.7838565173133436,0.5731092197105687,0.5731092197105687,0.8882692089005195,0.8597035155219509,0.8143441251203354,0.8913939945295993,0.3777584169278365
47_yeast,8,8,shell_box_mix,0.44405722744561826,0.7927452276717004,0.6479836357584277,0.6479836357584277,0.8604534051425081,0.8314904838878242,0.831053385898042,0.8703176211630196,0.4100466677153794
41_Waveform,21,6,normals_only,0.7360119760479042,0.5378277827782778,0.43738373837383737,0.7087188718871886,0.43738373837383737,0.5121512151215121,0.49305730573057305,0.7130273027302729,0.6362514970059879
41_Waveform,21,6,uniform_shell,0.7360119760479042,0.3389618961896189,-0.1534113411341134,0.3213321332133213,0.6049084908490848,0.5830183018301829,-0.1534113411341134,0.45735373537353735,0.7252694610778443
41_Waveform,21,6,disagreement_shell,0.7360119760479042,0.34257125712571257,-0.0653105310531053,0.2650945094509451,0.5629162916291629,0.6075847584758476,-0.0653105310531053,0.42514251425142513,0.7381437125748503
41_Waveform,21,6,shell_box_mix,0.7360119760479042,0.294068406840684,-0.2961296129612961,0.1911191119111911,0.6253945394539453,0.6558895889588957,-0.2961296129612961,0.37210921092109206,0.7582634730538922
28_pendigits,16,9,normals_only,0.9991672014913969,0.012309746961483153,-0.31134643043416416,-0.31134643043416416,-0.2244851511751039,-0.1315420966951684,0.716612666150369,-0.06850531839231241,0.9252391430579749
28_pendigits,16,9,uniform_shell,0.9991672014913969,-0.1271261715477865,-0.32722732373441227,-0.17654533672614622,-0.21180319577689619,-0.32722732373441227,0.20707117004630873,-0.23749269017401334,0.7558868922098957
28_pendigits,16,9,disagreement_shell,0.9991672014913969,0.583741366502821,0.41770479366534424,0.41770479366534424,0.5448657362772833,0.6474593415624851,0.7249355945061717,0.5993994088919093,0.9158262278047737
