seed,cond,metric,value
2,S2_uniform,auroc_teacher_boundary,0.982606
2,S2_uniform,auroc_student_boundary,0.909032
2,S2_uniform,rmse_score_boundary,0.14369792039476167
2,S2_uniform,spearman_boundary,0.6540785067880158
2,S2_uniform,auroc_teacher_close,0.998128
2,S2_uniform,auroc_student_close,0.964464
2,S2_uniform,rmse_score_close,0.09796815358960093
2,S2_uniform,spearman_close,0.3854179886561868
2,S2_uniform,auroc_teacher_medium,0.999494
2,S2_uniform,auroc_student_medium,0.97502
2,S2_uniform,rmse_score_medium,0.1404003070064147
2,S2_uniform,spearman_medium,0.10846768712498835
2,S2_uniform,auroc_teacher_far,0.9999760000000001
2,S2_uniform,auroc_student_far,0.998096
2,S2_uniform,rmse_score_far,0.19208712744911957
2,S2_uniform,spearman_far,-0.0430638387272471
2,S2_uniform,rmse_score_normals,0.16129137812357747
2,S2_uniform,wall_s,5.057017803192139
2,S3_langevin,auroc_teacher_boundary,0.982606
2,S3_langevin,auroc_student_boundary,0.921128
2,S3_langevin,rmse_score_boundary,0.1437702664784979
2,S3_langevin,spearman_boundary,0.7257086671026373
2,S3_langevin,auroc_teacher_close,0.998128
2,S3_langevin,auroc_student_close,0.9822919999999999
2,S3_langevin,rmse_score_close,0.07245979986170273
2,S3_langevin,spearman_close,0.29093958320588087
2,S3_langevin,auroc_teacher_medium,0.999494
2,S3_langevin,auroc_student_medium,0.986616
2,S3_langevin,rmse_score_medium,0.12177025857445295
2,S3_langevin,spearman_medium,-0.2761052872251
2,S3_langevin,auroc_teacher_far,0.9999760000000001
2,S3_langevin,auroc_student_far,0.8985320000000001
2,S3_langevin,rmse_score_far,0.3999349710733496
2,S3_langevin,spearman_far,-0.010265420796180912
2,S3_langevin,rmse_score_normals,0.1706537070350888
2,S3_langevin,wall_s,68.34048366546631
2,S4_mixed,auroc_teacher_boundary,0.982606
2,S4_mixed,auroc_student_boundary,0.919064
2,S4_mixed,rmse_score_boundary,0.1310039406960329
2,S4_mixed,spearman_boundary,0.6329382486139619
2,S4_mixed,auroc_teacher_close,0.998128
2,S4_mixed,auroc_student_close,0.984032
2,S4_mixed,rmse_score_close,0.06230018612774408
2,S4_mixed,spearman_close,0.292707014983995
2,S4_mixed,auroc_teacher_medium,0.999494
2,S4_mixed,auroc_student_medium,0.996764
2,S4_mixed,rmse_score_medium,0.07371484165298291
2,S4_mixed,spearman_medium,-0.019441177502978906
2,S4_mixed,auroc_teacher_far,0.9999760000000001
2,S4_mixed,auroc_student_far,0.909816
2,S4_mixed,rmse_score_far,0.20079206226516894
2,S4_mixed,spearman_far,-0.03737214464419387
2,S4_mixed,rmse_score_normals,0.1682225990095779
2,S4_mixed,wall_s,40.790855884552
2,S5_adaptive,auroc_teacher_boundary,0.982606
2,S5_adaptive,auroc_student_boundary,0.9258040000000001
2,S5_adaptive,rmse_score_boundary,0.13876710169277615
2,S5_adaptive,spearman_boundary,0.562016911374974
2,S5_adaptive,auroc_teacher_close,0.998128
2,S5_adaptive,auroc_student_close,0.97956
2,S5_adaptive,rmse_score_close,0.08169835174577146
2,S5_adaptive,spearman_close,0.11947548641075477
2,S5_adaptive,auroc_teacher_medium,0.999494
2,S5_adaptive,auroc_student_medium,0.993284
2,S5_adaptive,rmse_score_medium,0.07484518677022095
2,S5_adaptive,spearman_medium,0.07152878726557321
2,S5_adaptive,auroc_teacher_far,0.9999760000000001
2,S5_adaptive,auroc_student_far,0.967544
2,S5_adaptive,rmse_score_far,0.19275241815168098
2,S5_adaptive,spearman_far,0.018207563626901607
2,S5_adaptive,rmse_score_normals,0.16173635096157238
2,S5_adaptive,wall_s,50.136021852493286
3,S0_none,auroc_teacher_boundary,0.982606
3,S0_none,auroc_student_boundary,0.9414440000000001
3,S0_none,rmse_score_boundary,0.2461863156362925
3,S0_none,spearman_boundary,0.27658530848226864
3,S0_none,auroc_teacher_close,0.998128
3,S0_none,auroc_student_close,0.96792
3,S0_none,rmse_score_close,0.43185995248873227
3,S0_none,spearman_close,0.19433832509533308
3,S0_none,auroc_teacher_medium,0.999494
